"","GeneName","GeneID","PathwayNum","PathwayName","pvalue"
"","NFKB1","4790","hsa04931","Insulin resistance","0.0134328358208955"
"","NFKB1","4790","hsa04066","HIF-1 signaling pathway","0.0135572139303481"
"","NFKB1","4790","hsa04668","TNF signaling pathway","0.0139303482587065"
"","NFKB1","4790","hsa05145","Toxoplasmosis","0.0139303482587065"
"","NFKB1","4790","hsa04071","Sphingolipid signaling pathway","0.0148009950248759"
"","NFKB1","4790","hsa04722","Neurotrophin signaling pathway","0.0148009950248759"
"","NFKB1","4790","hsa05135","Yersinia infection","0.0149253731343284"
"","NFKB1","4790","hsa04380","Osteoclast differentiation","0.0159203980099502"
"","NFKB1","4790","hsa04926","Relaxin signaling pathway","0.0160447761194032"
"","NFKB1","4790","hsa04210","Apoptosis","0.0169154228855722"
"","NFKB1","4790","hsa05162","Measles","0.0171641791044775"
"","NFKB1","4790","hsa05418","Fluid shear stress and atherosclerosis","0.0172885572139305"
"","NFKB1","4790","hsa04932","Non-alcoholic fatty liver disease (NAFLD)","0.0185323383084578"
"","NFKB1","4790","hsa05160","Hepatitis C","0.0192786069651742"
"","NFKB1","4790","hsa04218","Cellular senescence","0.0199004975124379"
"","NFKB1","4790","hsa05161","Hepatitis B","0.0201492537313435"
"","NFKB1","4790","hsa05164","Influenza A","0.0211442786069652"
"","NFKB1","4790","hsa05152","Tuberculosis","0.0223880597014926"
"","NFKB1","4790","hsa04621","NOD-like receptor signaling pathway","0.0225124378109454"
"","NFKB1","4790","hsa05202","Transcriptional misregulation in cancer","0.0231343283582092"
"","NFKB1","4790","hsa04062","Chemokine signaling pathway","0.0235074626865672"
"","NFKB1","4790","hsa05167","Kaposi sarcoma-associated herpesvirus infection","0.0235074626865672"
"","NFKB1","4790","hsa05169","Epstein-Barr virus infection","0.025"
"","NFKB1","4790","hsa05130","Pathogenic Escherichia coli infection","0.0251243781094528"
"","NFKB1","4790","hsa05203","Viral carcinogenesis","0.0253731343283583"
"","NFKB1","4790","hsa05170","Human immunodeficiency virus 1 infection","0.0263681592039802"
"","NFKB1","4790","hsa05132","Salmonella infection","0.0266169154228858"
"","NFKB1","4790","hsa04024","cAMP signaling pathway","0.026865671641791"
"","NFKB1","4790","hsa05166","Human T-cell leukemia virus 1 infection","0.0272388059701493"
"","NFKB1","4790","hsa05163","Human cytomegalovirus infection","0.0279850746268657"
"","NFKB1","4790","hsa04014","Ras signaling pathway","0.0288557213930349"
"","NFKB1","4790","hsa05131","Shigellosis","0.0297263681592042"
"","NFKB1","4790","hsa04010","MAPK signaling pathway","0.0365671641791047"
"","NFKB1","4790","hsa05206","MicroRNAs in cancer","0.0385572139303484"
"","NFKB1","4790","hsa05165","Human papillomavirus infection","0.0410447761194033"
"","NFKB1","4790","hsa04151","PI3K-Akt signaling pathway","0.0440298507462688"
"","NFKB1","4790","hsa05010","Alzheimer disease","0.0458955223880598"
"","NFKB2","4791","hsa05134","Legionellosis","0.00708955223880614"
"","NFKB2","4791","hsa04064","NF-kappa B signaling pathway","0.0129353233830845"
"","NFKB2","4791","hsa04625","C-type lectin receptor signaling pathway","0.0129353233830845"
"","NFKB2","4791","hsa04380","Osteoclast differentiation","0.0159203980099502"
"","NFKB2","4791","hsa05224","Breast cancer","0.0182835820895524"
"","NFKB2","4791","hsa05169","Epstein-Barr virus infection","0.025"
"","NFKB2","4791","hsa05203","Viral carcinogenesis","0.0253731343283583"
"","NFKB2","4791","hsa05166","Human T-cell leukemia virus 1 infection","0.0272388059701493"
"","NFKB2","4791","hsa04010","MAPK signaling pathway","0.0365671641791047"
"","NLK","51701","hsa04520","Adherens junction","0.00883084577114435"
"","NLK","51701","hsa04068","FoxO signaling pathway","0.0162935323383085"
"","NLK","51701","hsa04310","Wnt signaling pathway","0.0199004975124379"
"","NLK","51701","hsa04010","MAPK signaling pathway","0.0365671641791047"
"","NMBR","4829","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","NMUR1","10316","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","NMUR2","56923","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","NOS1","4842","hsa00220","Arginine biosynthesis","0.00261194029850753"
"","NOS1","4842","hsa00330","Arginine and proline metabolism","0.0062189054726367"
"","NOS1","4842","hsa05014","Amyotrophic lateral sclerosis (ALS)","0.00708955223880614"
"","NOS1","4842","hsa04730","Long-term depression","0.00746268656716431"
"","NOS1","4842","hsa04970","Salivary secretion","0.0113184079601991"
"","NOS1","4842","hsa04713","Circadian entrainment","0.0120646766169155"
"","NOS1","4842","hsa04926","Relaxin signaling pathway","0.0160447761194032"
"","NOS1","4842","hsa04371","Apelin signaling pathway","0.0170398009950251"
"","NOS1","4842","hsa04145","Phagosome","0.0189054726368162"
"","NOS1","4842","hsa04020","Calcium signaling pathway","0.0240049751243782"
"","NOS1","4842","hsa05010","Alzheimer disease","0.0458955223880598"
"","NOS2","4843","hsa00220","Arginine biosynthesis","0.00261194029850753"
"","NOS2","4843","hsa00330","Arginine and proline metabolism","0.0062189054726367"
"","NOS2","4843","hsa05133","Pertussis","0.00945273631840793"
"","NOS2","4843","hsa05140","Leishmaniasis","0.0095771144278608"
"","NOS2","4843","hsa04146","Peroxisome","0.0103233830845774"
"","NOS2","4843","hsa05222","Small cell lung cancer","0.0114427860696519"
"","NOS2","4843","hsa05142","Chagas disease (American trypanosomiasis)","0.0126865671641793"
"","NOS2","4843","hsa05146","Amoebiasis","0.0126865671641793"
"","NOS2","4843","hsa04066","HIF-1 signaling pathway","0.0135572139303481"
"","NOS2","4843","hsa05145","Toxoplasmosis","0.0139303482587065"
"","NOS2","4843","hsa04926","Relaxin signaling pathway","0.0160447761194032"
"","NOS2","4843","hsa04371","Apelin signaling pathway","0.0170398009950251"
"","NOS2","4843","hsa05152","Tuberculosis","0.0223880597014926"
"","NOS2","4843","hsa04020","Calcium signaling pathway","0.0240049751243782"
"","NOS2","4843","hsa05010","Alzheimer disease","0.0458955223880598"
"","NOS3","4846","hsa00220","Arginine biosynthesis","0.00261194029850753"
"","NOS3","4846","hsa00330","Arginine and proline metabolism","0.0062189054726367"
"","NOS3","4846","hsa04370","VEGF signaling pathway","0.00733830845771155"
"","NOS3","4846","hsa04933","AGE-RAGE signaling pathway in diabetic complications","0.0124378109452737"
"","NOS3","4846","hsa04931","Insulin resistance","0.0134328358208955"
"","NOS3","4846","hsa04066","HIF-1 signaling pathway","0.0135572139303481"
"","NOS3","4846","hsa04071","Sphingolipid signaling pathway","0.0148009950248759"
"","NOS3","4846","hsa04611","Platelet activation","0.0154228855721393"
"","NOS3","4846","hsa04926","Relaxin signaling pathway","0.0160447761194032"
"","NOS3","4846","hsa04371","Apelin signaling pathway","0.0170398009950251"
"","NOS3","4846","hsa04915","Estrogen signaling pathway","0.0171641791044775"
"","NOS3","4846","hsa05418","Fluid shear stress and atherosclerosis","0.0172885572139305"
"","NOS3","4846","hsa04921","Oxytocin signaling pathway","0.0191542288557215"
"","NOS3","4846","hsa04022","cGMP-PKG signaling pathway","0.0207711442786072"
"","NOS3","4846","hsa04020","Calcium signaling pathway","0.0240049751243782"
"","NOS3","4846","hsa04151","PI3K-Akt signaling pathway","0.0440298507462688"
"","NOX1","27035","hsa04933","AGE-RAGE signaling pathway in diabetic complications","0.0124378109452737"
"","NOX1","27035","hsa04380","Osteoclast differentiation","0.0159203980099502"
"","NOX1","27035","hsa05418","Fluid shear stress and atherosclerosis","0.0172885572139305"
"","NOX1","27035","hsa05010","Alzheimer disease","0.0458955223880598"
"","NOX4","50507","hsa04933","AGE-RAGE signaling pathway in diabetic complications","0.0124378109452737"
"","NOX4","50507","hsa05010","Alzheimer disease","0.0458955223880598"
"","NPY1R","4886","hsa04923","Regulation of lipolysis in adipocytes","0.00696517412935338"
"","NPY1R","4886","hsa04024","cAMP signaling pathway","0.026865671641791"
"","NPY1R","4886","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","NPY2R","4887","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","NPY4R","5540","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","NPY5R","4889","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","NQO1","1728","hsa00130","Ubiquinone and other terpenoid-quinone biosynthesis","0.00136815920398015"
"","NQO1","1728","hsa05418","Fluid shear stress and atherosclerosis","0.0172885572139305"
"","NQO1","1728","hsa05225","Hepatocellular carcinoma","0.0208955223880598"
"","NR0B1","190","hsa04927","Cortisol synthesis and secretion","0.00808457711442789"
"","NR0B2","8431","hsa04976","Bile secretion","0.00895522388059711"
"","NR1D1","9572","hsa04710","Circadian rhythm","0.00385572139303481"
"","NR1H2","7376","hsa04931","Insulin resistance","0.0134328358208955"
"","NR1H3","10062","hsa03320","PPAR signaling pathway","0.0095771144278608"
"","NR1H3","10062","hsa04931","Insulin resistance","0.0134328358208955"
"","NR1H3","10062","hsa04932","Non-alcoholic fatty liver disease (NAFLD)","0.0185323383084578"
"","NR1H3","10062","hsa05160","Hepatitis C","0.0192786069651742"
"","NR1H4","9971","hsa04976","Bile secretion","0.00895522388059711"
"","NR4A1","3164","hsa04927","Cortisol synthesis and secretion","0.00808457711442789"
"","NR4A1","3164","hsa04925","Aldosterone synthesis and secretion","0.0121890547263681"
"","NR4A1","3164","hsa04934","Cushing syndrome","0.0192786069651742"
"","NR4A1","3164","hsa04010","MAPK signaling pathway","0.0365671641791047"
"","NR4A1","3164","hsa04151","PI3K-Akt signaling pathway","0.0440298507462688"
"","NR4A2","4929","hsa04925","Aldosterone synthesis and secretion","0.0121890547263681"
"","NR4A2","4929","hsa04928","Parathyroid hormone synthesis, secretion and action","0.0131840796019902"
"","NR5A2","2494","hsa04950","Maturity onset diabetes of the young","0.00323383084577122"
"","NRP1","8829","hsa04360","Axon guidance","0.0225124378109454"
"","NRP1","8829","hsa05166","Human T-cell leukemia virus 1 infection","0.0272388059701493"
"","NSD1","64324","hsa00310","Lysine degradation","0.00758706467661685"
"","NTRK1","4914","hsa05216","Thyroid cancer","0.00460199004975126"
"","NTRK1","4914","hsa05230","Central carbon metabolism in cancer","0.00858208955223894"
"","NTRK1","4914","hsa04750","Inflammatory mediator regulation of TRP channels","0.0124378109452737"
"","NTRK1","4914","hsa04722","Neurotrophin signaling pathway","0.0148009950248759"
"","NTRK1","4914","hsa04210","Apoptosis","0.0169154228855722"
"","NTRK1","4914","hsa05202","Transcriptional misregulation in cancer","0.0231343283582092"
"","NTRK1","4914","hsa04014","Ras signaling pathway","0.0288557213930349"
"","NTRK1","4914","hsa04010","MAPK signaling pathway","0.0365671641791047"
"","NTRK1","4914","hsa04151","PI3K-Akt signaling pathway","0.0440298507462688"
"","NTRK2","4915","hsa04722","Neurotrophin signaling pathway","0.0148009950248759"
"","NTRK2","4915","hsa05034","Alcoholism","0.0232587064676617"
"","NTRK2","4915","hsa04014","Ras signaling pathway","0.0288557213930349"
"","NTRK2","4915","hsa04010","MAPK signaling pathway","0.0365671641791047"
"","NTRK2","4915","hsa04151","PI3K-Akt signaling pathway","0.0440298507462688"
"","NTRK3","4916","hsa05230","Central carbon metabolism in cancer","0.00858208955223894"
"","NTRK3","4916","hsa04722","Neurotrophin signaling pathway","0.0148009950248759"
"","OAT","4942","hsa00330","Arginine and proline metabolism","0.0062189054726367"
"","OGA","10724","hsa04931","Insulin resistance","0.0134328358208955"
"","ORAI2","80228","hsa04020","Calcium signaling pathway","0.0240049751243782"
"","OTC","5009","hsa00220","Arginine biosynthesis","0.00261194029850753"
"","OTC","5009","hsa01230","Biosynthesis of amino acids","0.00932835820895528"
"","P2RX1","5023","hsa04611","Platelet activation","0.0154228855721393"
"","P2RX1","5023","hsa04020","Calcium signaling pathway","0.0240049751243782"
"","P2RX1","5023","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","P2RX2","22953","hsa04742","Taste transduction","0.0103233830845774"
"","P2RX2","22953","hsa04020","Calcium signaling pathway","0.0240049751243782"
"","P2RX2","22953","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","P2RX3","5024","hsa04742","Taste transduction","0.0103233830845774"
"","P2RX3","5024","hsa04020","Calcium signaling pathway","0.0240049751243782"
"","P2RX3","5024","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","P2RX4","5025","hsa04020","Calcium signaling pathway","0.0240049751243782"
"","P2RX4","5025","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","P2RX5","5026","hsa04020","Calcium signaling pathway","0.0240049751243782"
"","P2RX5","5026","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","P2RX6","9127","hsa04020","Calcium signaling pathway","0.0240049751243782"
"","P2RX6","9127","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","P2RX7","5027","hsa04621","NOD-like receptor signaling pathway","0.0225124378109454"
"","P2RX7","5027","hsa04020","Calcium signaling pathway","0.0240049751243782"
"","P2RX7","5027","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","P2RY1","5028","hsa04742","Taste transduction","0.0103233830845774"
"","P2RY1","5028","hsa04611","Platelet activation","0.0154228855721393"
"","P2RY1","5028","hsa04015","Rap1 signaling pathway","0.0261194029850746"
"","P2RY1","5028","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","P2RY2","5029","hsa04750","Inflammatory mediator regulation of TRP channels","0.0124378109452737"
"","P2RY2","5029","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","P2RY4","5030","hsa04742","Taste transduction","0.0103233830845774"
"","P2RY4","5030","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","P2RY6","5031","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","P4HA1","5033","hsa00330","Arginine and proline metabolism","0.0062189054726367"
"","PAK1","5058","hsa04392","Hippo signaling pathway - multiple species","0.00360696517412928"
"","PAK1","5058","hsa05211","Renal cell carcinoma","0.00858208955223894"
"","PAK1","5058","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","0.00870646766169159"
"","PAK1","5058","hsa04012","ErbB signaling pathway","0.0105721393034826"
"","PAK1","5058","hsa04666","Fc gamma R-mediated phagocytosis","0.0115671641791045"
"","PAK1","5058","hsa04625","C-type lectin receptor signaling pathway","0.0129353233830845"
"","PAK1","5058","hsa04660","T cell receptor signaling pathway","0.0129353233830845"
"","PAK1","5058","hsa04650","Natural killer cell mediated cytotoxicity","0.0162935323383085"
"","PAK1","5058","hsa04360","Axon guidance","0.0225124378109454"
"","PAK1","5058","hsa04062","Chemokine signaling pathway","0.0235074626865672"
"","PAK1","5058","hsa04510","Focal adhesion","0.025"
"","PAK1","5058","hsa05130","Pathogenic Escherichia coli infection","0.0251243781094528"
"","PAK1","5058","hsa05205","Proteoglycans in cancer","0.0254975124378108"
"","PAK1","5058","hsa05170","Human immunodeficiency virus 1 infection","0.0263681592039802"
"","PAK1","5058","hsa04810","Regulation of actin cytoskeleton","0.0264925373134329"
"","PAK1","5058","hsa05132","Salmonella infection","0.0266169154228858"
"","PAK1","5058","hsa04024","cAMP signaling pathway","0.026865671641791"
"","PAK1","5058","hsa04014","Ras signaling pathway","0.0288557213930349"
"","PAK1","5058","hsa04010","MAPK signaling pathway","0.0365671641791047"
"","PAK2","5062","hsa05211","Renal cell carcinoma","0.00858208955223894"
"","PAK2","5062","hsa04012","ErbB signaling pathway","0.0105721393034826"
"","PAK2","5062","hsa04660","T cell receptor signaling pathway","0.0129353233830845"
"","PAK2","5062","hsa04360","Axon guidance","0.0225124378109454"
"","PAK2","5062","hsa04510","Focal adhesion","0.025"
"","PAK2","5062","hsa05130","Pathogenic Escherichia coli infection","0.0251243781094528"
"","PAK2","5062","hsa05170","Human immunodeficiency virus 1 infection","0.0263681592039802"
"","PAK2","5062","hsa04810","Regulation of actin cytoskeleton","0.0264925373134329"
"","PAK2","5062","hsa04014","Ras signaling pathway","0.0288557213930349"
"","PAK2","5062","hsa04010","MAPK signaling pathway","0.0365671641791047"
"","PAK3","5063","hsa05211","Renal cell carcinoma","0.00858208955223894"
"","PAK3","5063","hsa04012","ErbB signaling pathway","0.0105721393034826"
"","PAK3","5063","hsa04660","T cell receptor signaling pathway","0.0129353233830845"
"","PAK3","5063","hsa04360","Axon guidance","0.0225124378109454"
"","PAK3","5063","hsa04510","Focal adhesion","0.025"
"","PAK3","5063","hsa05130","Pathogenic Escherichia coli infection","0.0251243781094528"
"","PAK3","5063","hsa05170","Human immunodeficiency virus 1 infection","0.0263681592039802"
"","PAK3","5063","hsa04810","Regulation of actin cytoskeleton","0.0264925373134329"
"","PAK3","5063","hsa05132","Salmonella infection","0.0266169154228858"
"","PAK3","5063","hsa04014","Ras signaling pathway","0.0288557213930349"
"","PAK4","10298","hsa05211","Renal cell carcinoma","0.00858208955223894"
"","PAK4","10298","hsa04012","ErbB signaling pathway","0.0105721393034826"
"","PAK4","10298","hsa04660","T cell receptor signaling pathway","0.0129353233830845"
"","PAK4","10298","hsa04360","Axon guidance","0.0225124378109454"
"","PAK4","10298","hsa04510","Focal adhesion","0.025"
"","PAK4","10298","hsa05170","Human immunodeficiency virus 1 infection","0.0263681592039802"
"","PAK4","10298","hsa04810","Regulation of actin cytoskeleton","0.0264925373134329"
"","PAK4","10298","hsa04014","Ras signaling pathway","0.0288557213930349"
"","PAK4","10298","hsa05206","MicroRNAs in cancer","0.0385572139303484"
"","PAK5","57144","hsa05211","Renal cell carcinoma","0.00858208955223894"
"","PAK5","57144","hsa04012","ErbB signaling pathway","0.0105721393034826"
"","PAK5","57144","hsa04660","T cell receptor signaling pathway","0.0129353233830845"
"","PAK5","57144","hsa04360","Axon guidance","0.0225124378109454"
"","PAK5","57144","hsa04510","Focal adhesion","0.025"
"","PAK5","57144","hsa05170","Human immunodeficiency virus 1 infection","0.0263681592039802"
"","PAK5","57144","hsa04810","Regulation of actin cytoskeleton","0.0264925373134329"
"","PAK5","57144","hsa04014","Ras signaling pathway","0.0288557213930349"
"","PAK6","56924","hsa05211","Renal cell carcinoma","0.00858208955223894"
"","PAK6","56924","hsa04012","ErbB signaling pathway","0.0105721393034826"
"","PAK6","56924","hsa04660","T cell receptor signaling pathway","0.0129353233830845"
"","PAK6","56924","hsa04360","Axon guidance","0.0225124378109454"
"","PAK6","56924","hsa04510","Focal adhesion","0.025"
"","PAK6","56924","hsa05170","Human immunodeficiency virus 1 infection","0.0263681592039802"
"","PAK6","56924","hsa04810","Regulation of actin cytoskeleton","0.0264925373134329"
"","PAK6","56924","hsa04014","Ras signaling pathway","0.0288557213930349"
"","PAOX","196743","hsa04146","Peroxisome","0.0103233830845774"
"","PARN","5073","hsa03018","RNA degradation","0.00982587064676621"
"","PARP1","142","hsa03410","Base excision repair","0.00410447761194033"
"","PARP1","142","hsa04064","NF-kappa B signaling pathway","0.0129353233830845"
"","PARP1","142","hsa04210","Apoptosis","0.0169154228855722"
"","PARP1","142","hsa04217","Necroptosis","0.0197761194029852"
"","PARP2","10038","hsa03410","Base excision repair","0.00410447761194033"
"","PARP2","10038","hsa04210","Apoptosis","0.0169154228855722"
"","PARP4","143","hsa03410","Base excision repair","0.00410447761194033"
"","PARP4","143","hsa04210","Apoptosis","0.0169154228855722"
"","PCSK9","255738","hsa04979","Cholesterol metabolism","0.0062189054726367"
"","PDE1A","5136","hsa04924","Renin secretion","0.00858208955223894"
"","PDE1A","5136","hsa04742","Taste transduction","0.0103233830845774"
"","PDE1A","5136","hsa05032","Morphine addiction","0.0113184079601991"
"","PDE1A","5136","hsa00230","Purine metabolism","0.0161691542288559"
"","PDE1A","5136","hsa04020","Calcium signaling pathway","0.0240049751243782"
"","PDE1B","5153","hsa04924","Renin secretion","0.00858208955223894"
"","PDE1B","5153","hsa04742","Taste transduction","0.0103233830845774"
"","PDE1B","5153","hsa05032","Morphine addiction","0.0113184079601991"
"","PDE1B","5153","hsa00230","Purine metabolism","0.0161691542288559"
"","PDE1B","5153","hsa04020","Calcium signaling pathway","0.0240049751243782"
"","PDE1C","5137","hsa04924","Renin secretion","0.00858208955223894"
"","PDE1C","5137","hsa04742","Taste transduction","0.0103233830845774"
"","PDE1C","5137","hsa05032","Morphine addiction","0.0113184079601991"
"","PDE1C","5137","hsa00230","Purine metabolism","0.0161691542288559"
"","PDE1C","5137","hsa04020","Calcium signaling pathway","0.0240049751243782"
"","PDE2A","5138","hsa05032","Morphine addiction","0.0113184079601991"
"","PDE2A","5138","hsa04925","Aldosterone synthesis and secretion","0.0121890547263681"
"","PDE2A","5138","hsa00230","Purine metabolism","0.0161691542288559"
"","PDE2A","5138","hsa04022","cGMP-PKG signaling pathway","0.0207711442786072"
"","PDE3A","5139","hsa04924","Renin secretion","0.00858208955223894"
"","PDE3A","5139","hsa05032","Morphine addiction","0.0113184079601991"
"","PDE3A","5139","hsa00230","Purine metabolism","0.0161691542288559"
"","PDE3A","5139","hsa04022","cGMP-PKG signaling pathway","0.0207711442786072"
"","PDE3A","5139","hsa04024","cAMP signaling pathway","0.026865671641791"
"","PDE3B","5140","hsa04923","Regulation of lipolysis in adipocytes","0.00696517412935338"
"","PDE3B","5140","hsa04924","Renin secretion","0.00858208955223894"
"","PDE3B","5140","hsa05032","Morphine addiction","0.0113184079601991"
"","PDE3B","5140","hsa04914","Progesterone-mediated oocyte maturation","0.012313432835821"
"","PDE3B","5140","hsa04922","Glucagon signaling pathway","0.0131840796019902"
"","PDE3B","5140","hsa00230","Purine metabolism","0.0161691542288559"
"","PDE3B","5140","hsa04371","Apelin signaling pathway","0.0170398009950251"
"","PDE3B","5140","hsa04910","Insulin signaling pathway","0.0172885572139305"
"","PDE3B","5140","hsa04022","cGMP-PKG signaling pathway","0.0207711442786072"
"","PDE3B","5140","hsa04024","cAMP signaling pathway","0.026865671641791"
"","PDE4A","5141","hsa05032","Morphine addiction","0.0113184079601991"
"","PDE4A","5141","hsa04928","Parathyroid hormone synthesis, secretion and action","0.0131840796019902"
"","PDE4A","5141","hsa00230","Purine metabolism","0.0161691542288559"
"","PDE4A","5141","hsa04024","cAMP signaling pathway","0.026865671641791"
"","PDE4B","5142","hsa05032","Morphine addiction","0.0113184079601991"
"","PDE4B","5142","hsa04928","Parathyroid hormone synthesis, secretion and action","0.0131840796019902"
"","PDE4B","5142","hsa00230","Purine metabolism","0.0161691542288559"
"","PDE4B","5142","hsa04024","cAMP signaling pathway","0.026865671641791"
"","PDE4C","5143","hsa05032","Morphine addiction","0.0113184079601991"
"","PDE4C","5143","hsa04928","Parathyroid hormone synthesis, secretion and action","0.0131840796019902"
"","PDE4C","5143","hsa00230","Purine metabolism","0.0161691542288559"
"","PDE4C","5143","hsa04024","cAMP signaling pathway","0.026865671641791"
"","PDE4D","5144","hsa05032","Morphine addiction","0.0113184079601991"
"","PDE4D","5144","hsa04928","Parathyroid hormone synthesis, secretion and action","0.0131840796019902"
"","PDE4D","5144","hsa00230","Purine metabolism","0.0161691542288559"
"","PDE4D","5144","hsa04024","cAMP signaling pathway","0.026865671641791"
"","PDE5A","8654","hsa00230","Purine metabolism","0.0161691542288559"
"","PDE5A","8654","hsa04022","cGMP-PKG signaling pathway","0.0207711442786072"
"","PDE6A","5145","hsa04744","Phototransduction","0.00348258706467652"
"","PDE6A","5145","hsa00230","Purine metabolism","0.0161691542288559"
"","PDE6B","5158","hsa04744","Phototransduction","0.00348258706467652"
"","PDE6B","5158","hsa00230","Purine metabolism","0.0161691542288559"
"","PDE6D","5147","hsa00230","Purine metabolism","0.0161691542288559"
"","PDE7A","5150","hsa05032","Morphine addiction","0.0113184079601991"
"","PDE7A","5150","hsa00230","Purine metabolism","0.0161691542288559"
"","PDE7B","27115","hsa05032","Morphine addiction","0.0113184079601991"
"","PDE7B","27115","hsa00230","Purine metabolism","0.0161691542288559"
"","PDE8A","5151","hsa04927","Cortisol synthesis and secretion","0.00808457711442789"
"","PDE8A","5151","hsa05032","Morphine addiction","0.0113184079601991"
"","PDE8A","5151","hsa00230","Purine metabolism","0.0161691542288559"
"","PDE8A","5151","hsa04934","Cushing syndrome","0.0192786069651742"
"","PDE8B","8622","hsa04927","Cortisol synthesis and secretion","0.00808457711442789"
"","PDE8B","8622","hsa05032","Morphine addiction","0.0113184079601991"
"","PDE8B","8622","hsa00230","Purine metabolism","0.0161691542288559"
"","PDE8B","8622","hsa04934","Cushing syndrome","0.0192786069651742"
"","PDE9A","5152","hsa00230","Purine metabolism","0.0161691542288559"
"","PDGFA","5154","hsa05218","Melanoma","0.00895522388059711"
"","PDGFA","5154","hsa05214","Glioma","0.00932835820895528"
"","PDGFA","5154","hsa01521","EGFR tyrosine kinase inhibitor resistance","0.00982587064676621"
"","PDGFA","5154","hsa04540","Gap junction","0.0109452736318408"
"","PDGFA","5154","hsa05215","Prostate cancer","0.0120646766169155"
"","PDGFA","5154","hsa05231","Choline metabolism in cancer","0.0121890547263681"
"","PDGFA","5154","hsa05418","Fluid shear stress and atherosclerosis","0.0172885572139305"
"","PDGFA","5154","hsa04072","Phospholipase D signaling pathway","0.018407960199005"
"","PDGFA","5154","hsa04630","JAK-STAT signaling pathway","0.0201492537313435"
"","PDGFA","5154","hsa05202","Transcriptional misregulation in cancer","0.0231343283582092"
"","PDGFA","5154","hsa04510","Focal adhesion","0.025"
"","PDGFA","5154","hsa04015","Rap1 signaling pathway","0.0261194029850746"
"","PDGFA","5154","hsa04810","Regulation of actin cytoskeleton","0.0264925373134329"
"","PDGFA","5154","hsa04014","Ras signaling pathway","0.0288557213930349"
"","PDGFA","5154","hsa04010","MAPK signaling pathway","0.0365671641791047"
"","PDGFA","5154","hsa05206","MicroRNAs in cancer","0.0385572139303484"
"","PDGFA","5154","hsa04151","PI3K-Akt signaling pathway","0.0440298507462688"
"","PDGFB","5155","hsa05211","Renal cell carcinoma","0.00858208955223894"
"","PDGFB","5155","hsa05218","Melanoma","0.00895522388059711"
"","PDGFB","5155","hsa05214","Glioma","0.00932835820895528"
"","PDGFB","5155","hsa01521","EGFR tyrosine kinase inhibitor resistance","0.00982587064676621"
"","PDGFB","5155","hsa04540","Gap junction","0.0109452736318408"
"","PDGFB","5155","hsa05215","Prostate cancer","0.0120646766169155"
"","PDGFB","5155","hsa05231","Choline metabolism in cancer","0.0121890547263681"
"","PDGFB","5155","hsa05418","Fluid shear stress and atherosclerosis","0.0172885572139305"
"","PDGFB","5155","hsa04072","Phospholipase D signaling pathway","0.018407960199005"
"","PDGFB","5155","hsa04630","JAK-STAT signaling pathway","0.0201492537313435"
"","PDGFB","5155","hsa05167","Kaposi sarcoma-associated herpesvirus infection","0.0235074626865672"
"","PDGFB","5155","hsa04510","Focal adhesion","0.025"
"","PDGFB","5155","hsa04015","Rap1 signaling pathway","0.0261194029850746"
"","PDGFB","5155","hsa04810","Regulation of actin cytoskeleton","0.0264925373134329"
"","PDGFB","5155","hsa04014","Ras signaling pathway","0.0288557213930349"
"","PDGFB","5155","hsa04010","MAPK signaling pathway","0.0365671641791047"
"","PDGFB","5155","hsa05206","MicroRNAs in cancer","0.0385572139303484"
"","PDGFB","5155","hsa04151","PI3K-Akt signaling pathway","0.0440298507462688"
"","PDK1","5163","hsa05230","Central carbon metabolism in cancer","0.00858208955223894"
"","PDK1","5163","hsa04066","HIF-1 signaling pathway","0.0135572139303481"
"","PDK1","5163","hsa04360","Axon guidance","0.0225124378109454"
"","PDPK1","5170","hsa04960","Aldosterone-regulated sodium reabsorption","0.00460199004975126"
"","PDPK1","5170","hsa05213","Endometrial cancer","0.00721393034825879"
"","PDPK1","5170","hsa05223","Non-small cell lung cancer","0.00820895522388065"
"","PDPK1","5170","hsa04664","Fc epsilon RI signaling pathway","0.00845771144278606"
