"","ProtClass","Target","Molecule","Scaffold"
"804","Secreted frizzled-related protein (sFRP) family","SFRP1","JFPHZEPZNXSNSJ-QHCPKHFHSA-N","Sca120495"
"805","Secreted frizzled-related protein (sFRP) family","SFRP1","XIZVLGVGWZCHHV-QFIPXVFZSA-N","Sca120495"
"806","Secreted frizzled-related protein (sFRP) family","SFRP1","BYFVNIXKNHYYLL-UHFFFAOYSA-N","Sca998"
"807","Secreted frizzled-related protein (sFRP) family","SFRP1","WAWYMBXODUTKBX-VWLOTQADSA-N","Sca120536"
"808","Secreted frizzled-related protein (sFRP) family","SFRP1","GMKQKEGOSSISFQ-MRXNPFEDSA-N","Sca145948"
"809","Secreted frizzled-related protein (sFRP) family","SFRP1","QEZJBOCRIJFLSU-IBGZPJMESA-N","Sca120500"
"810","Secreted frizzled-related protein (sFRP) family","SFRP1","AERQFFVIPCVLOX-UHFFFAOYSA-N","Sca145942"
"811","Secreted frizzled-related protein (sFRP) family","SFRP1","SCZIDLPYDKQSDR-QFIPXVFZSA-N","Sca120495"
"812","Secreted frizzled-related protein (sFRP) family","SFRP1","NXZLEGQRQRCEMR-UHFFFAOYSA-N","Sca120451"
"813","Secreted frizzled-related protein (sFRP) family","SFRP1","HRJIEWRZLGFGAR-UHFFFAOYSA-N","Sca120451"
"814","Secreted frizzled-related protein (sFRP) family","SFRP1","AELXQWOSRFXARF-UHFFFAOYSA-N","Sca120451"
"815","Secreted frizzled-related protein (sFRP) family","SFRP1","MLOSYDVMRNVHCU-UHFFFAOYSA-N","Sca120451"
"816","Secreted frizzled-related protein (sFRP) family","SFRP1","GMKQKEGOSSISFQ-INIZCTEOSA-N","Sca145948"
"817","Secreted frizzled-related protein (sFRP) family","SFRP1","CMBLTTQIISKVDF-UHFFFAOYSA-N","Sca145945"
"818","Secreted frizzled-related protein (sFRP) family","SFRP1","DZZDRRLIAVIQQC-UHFFFAOYSA-N","Sca120451"
"819","Secreted frizzled-related protein (sFRP) family","SFRP1","FCMPZNLRTQBTNK-UHFFFAOYSA-N","Sca120451"
"820","Secreted frizzled-related protein (sFRP) family","SFRP1","JXGZVPQNJLPIJI-UHFFFAOYSA-N","Sca145923"
"821","Secreted frizzled-related protein (sFRP) family","SFRP1","SDSTZLISEIZBEK-UHFFFAOYSA-N","Sca120451"
"822","Secreted frizzled-related protein (sFRP) family","SFRP1","IVGIETSLCFMRPI-QHCPKHFHSA-N","Sca120495"
"823","Secreted frizzled-related protein (sFRP) family","SFRP1","WNOXBWBWUOWWNS-DEOSSOPVSA-N","Sca120495"
"824","Secreted frizzled-related protein (sFRP) family","SFRP1","UEBXCNMAUOGYOC-UHFFFAOYSA-N","Sca120451"
"825","Secreted frizzled-related protein (sFRP) family","SFRP1","UTRGFJMADLNFGA-UHFFFAOYSA-N","Sca998"
"826","Secreted frizzled-related protein (sFRP) family","SFRP1","HOTXSNGAZNYULY-LJQANCHMSA-N","Sca145948"
"827","Secreted frizzled-related protein (sFRP) family","SFRP1","CUKVPVAQKUDUCX-HXUWFJFHSA-N","Sca120495"
"828","Secreted frizzled-related protein (sFRP) family","SFRP1","HOTXSNGAZNYULY-IBGZPJMESA-N","Sca145948"
"829","Secreted frizzled-related protein (sFRP) family","SFRP1","JKDDYURFOLUIJB-UHFFFAOYSA-N","Sca998"
"830","Secreted frizzled-related protein (sFRP) family","SFRP1","NXCMKECHBLCASW-UHFFFAOYSA-N","Sca120451"
"831","Secreted frizzled-related protein (sFRP) family","SFRP1","NVMIMPZDKGYUQC-UHFFFAOYSA-N","Sca998"
"832","Secreted frizzled-related protein (sFRP) family","SFRP1","KRQSYJIYPLUQBO-UHFFFAOYSA-N","Sca145923"
"833","Secreted frizzled-related protein (sFRP) family","SFRP1","MBLSOEXVEPXAFY-UHFFFAOYSA-N","Sca145919"
"834","Secreted frizzled-related protein (sFRP) family","SFRP1","IXLRWKPASUYBNA-NDEPHWFRSA-N","Sca120494"
"835","Secreted frizzled-related protein (sFRP) family","SFRP1","QWHSQMJRLKQTCQ-MHZLTWQESA-N","Sca120494"
"836","Secreted frizzled-related protein (sFRP) family","SFRP1","BJYVJTMJQKDWCY-UHFFFAOYSA-N","Sca145939"
"837","Secreted frizzled-related protein (sFRP) family","SFRP1","PQBNFEISXDMHEA-UHFFFAOYSA-N","Sca126949"
"838","Secreted frizzled-related protein (sFRP) family","SFRP1","CINMAWWAAKERIH-UHFFFAOYSA-N","Sca998"
"839","Secreted frizzled-related protein (sFRP) family","SFRP1","XFTABBDNRWFISL-UHFFFAOYSA-N","Sca145923"
"840","Secreted frizzled-related protein (sFRP) family","SFRP1","UEYJJECWJGJDKU-SANMLTNESA-N","Sca120494"
"841","Secreted frizzled-related protein (sFRP) family","SFRP1","RIBOGOWWMKNBLE-DEOSSOPVSA-N","Sca120557"
"842","Secreted frizzled-related protein (sFRP) family","SFRP1","UXNPRYKJQXSNLA-UHFFFAOYSA-N","Sca146013"
"843","Secreted frizzled-related protein (sFRP) family","SFRP1","KSXYQIJYFSNPEV-UHFFFAOYSA-N","Sca145945"
"844","Ubiquitin-activating E1 family, ULA1 subfamily","ULA1","PGAMXUGSHMQFKD-BPAMBQHCSA-N","Sca204839"
"845","Ubiquitin-activating E1 family, ULA1 subfamily","ULA1","PGAMXUGSHMQFKD-BPAMBQHCSA-N","Sca197763"
"846","Ubiquitin-activating E1 family, ULA1 subfamily","ULA1","BGFQHCHLBHLYBO-UHFFFAOYSA-N","Sca78330"
"847","Ubiquitin-activating E1 family, ULA1 subfamily","ULA1","AQGFWBQRVLPCIX-QXGSTGNESA-N","Sca215170"
"848","Rho GDI family","GDIR1","ZDUOPDTYYHIXSY-UHFFFAOYSA-N","Sca268444"
"849","Rho GDI family","GDIR1","UTVPCECSRXIEDH-UHFFFAOYSA-N","Sca268446"
"850","Rho GDI family","GDIR1","CUJPUWSIKWTBRS-UHFFFAOYSA-N","Sca268442"
"851","Rho GDI family","GDIR1","ODUYVHAFJTXMAF-UHFFFAOYSA-N","Sca268442"
"852","Rho GDI family","GDIR1","RTCFKJVSDGLJAM-UHFFFAOYSA-N","Sca268442"
"853","Rho GDI family","GDIR1","HWGXVQXOZZVGKP-UHFFFAOYSA-N","Sca268442"
"854","Heat shock protein 70 family","GRP78","DRKBZEJUOBNVRH-TXWYELBGSA-N","Sca257585"
"855","Heat shock protein 70 family","HS71A","AFSDNFLWKVMVRB-UHFFFAOYSA-N","Sca109746"
"856","Heat shock protein 70 family","HS71A","AFSDNFLWKVMVRB-UHFFFAOYSA-N","Sca138"
"857","IL-1 family","IL1RA","HNWIOZGMMTUVKP-LSYYVWMOSA-N","Sca767"
"858","Nuclear hormone receptor family, NR3 subfamily","ERR3","WLKOCYWYAWBGKY-CPNJWEJPSA-N","Sca7"
"859","MAGUK family","DLG4","BVNXVJDQOOZPCM-VFFNRDDGSA-N","Sca7"
"860","NF-kappa-B inhibitor family","IKBA","VTMJBTAZUZNDBS-UHFFFAOYSA-N","Sca419"
"861","NF-kappa-B inhibitor family","IKBA","CELCJNIQYYQLHB-UHFFFAOYSA-N","Sca108614"
"862","NF-kappa-B inhibitor family","IKBA","KYPLTYNYSYVGGA-UHFFFAOYSA-N","Sca108614"
"863","NOTCH family","NOTC2","DPJSWEWXBIYMHC-VIICAESSSA-N","Sca342"
"864","NOTCH family","NOTC3","HPYFEYKGJCBKKX-ZWCUEREDSA-N","Sca861"
"865","NOTCH family","NOTC3","RMRHTXFKXWUOFV-ZWDAVXSWSA-N","Sca861"
"866","NOTCH family","NOTC3","QOSWTKQCJJCHLE-RWCIVJTCSA-N","Sca343"
"867","NOTCH family","NOTC3","DYNTZUXZTDSIOF-MEKIYTOJSA-N","Sca342"
"868","NOTCH family","NOTC3","SXLRLXYEBHFPKN-VIICAESSSA-N","Sca342"
"869","NOTCH family","NOTC3","CRNVUALZNXEPSA-RWCIVJTCSA-N","Sca342"
"870","NOTCH family","NOTC3","DVPMRDQLGGNJPW-LDBYXDLTSA-N","Sca861"
"871","NOTCH family","NOTC3","BJFMDMZPJSKEEF-JLRUASKGSA-N","Sca343"
"872","NOTCH family","NOTC3","OTUPLGMOMNWEEM-AQOAWAETSA-N","Sca343"
"873","NOTCH family","NOTC3","SMTPPNKOJYQIIG-VIICAESSSA-N","Sca342"
"874","NOTCH family","NOTC3","XMSPXAZZQLYGPP-UVWWXKGLSA-N","Sca342"
"875","NOTCH family","NOTC3","DPJSWEWXBIYMHC-VIICAESSSA-N","Sca342"
"876","NOTCH family","NOTC3","AXDPFPZUTDRTAU-FRPAHBMMSA-N","Sca342"
"877","NOTCH family","NOTC3","GKQMFTFKNTUDIV-RWCIVJTCSA-N","Sca343"
"878","NOTCH family","NOTC3","DGNPZFFWUMSXJB-VIICAESSSA-N","Sca342"
"879","NOTCH family","NOTC3","CMVFMWZCQMQNSS-VIICAESSSA-N","Sca342"
"880","NOTCH family","NOTC3","XHVDMEMANOFVOM-MEKIYTOJSA-N","Sca342"
"881","NOTCH family","NOTC3","MCIWNCZITHCVOD-RWCIVJTCSA-N","Sca342"
"882","NOTCH family","NOTC3","WGYNBTCNYOMMNG-HFJQGTKSSA-N","Sca342"
"883","NOTCH family","NOTC4","DPJSWEWXBIYMHC-VIICAESSSA-N","Sca342"
"884","NOTCH family","NOTC1","MCIWNCZITHCVOD-RWCIVJTCSA-N","Sca342"
"885","NOTCH family","NOTC1","DYNTZUXZTDSIOF-MEKIYTOJSA-N","Sca342"
"886","NOTCH family","NOTC1","QOSWTKQCJJCHLE-RWCIVJTCSA-N","Sca343"
"887","NOTCH family","NOTC1","HPYFEYKGJCBKKX-ZWCUEREDSA-N","Sca861"
"888","NOTCH family","NOTC1","SMTPPNKOJYQIIG-VIICAESSSA-N","Sca342"
"889","NOTCH family","NOTC1","WGYNBTCNYOMMNG-HFJQGTKSSA-N","Sca342"
"890","NOTCH family","NOTC1","CMVFMWZCQMQNSS-VIICAESSSA-N","Sca342"
"891","NOTCH family","NOTC1","OTUPLGMOMNWEEM-AQOAWAETSA-N","Sca343"
"892","NOTCH family","NOTC1","DPJSWEWXBIYMHC-VIICAESSSA-N","Sca342"
"893","NOTCH family","NOTC1","SXLRLXYEBHFPKN-VIICAESSSA-N","Sca342"
"894","NOTCH family","NOTC1","XMSPXAZZQLYGPP-UVWWXKGLSA-N","Sca342"
"895","NOTCH family","NOTC1","AXDPFPZUTDRTAU-FRPAHBMMSA-N","Sca342"
"896","NOTCH family","NOTC1","CRNVUALZNXEPSA-RWCIVJTCSA-N","Sca342"
"897","NOTCH family","NOTC1","DGNPZFFWUMSXJB-VIICAESSSA-N","Sca342"
"898","NOTCH family","NOTC1","GKQMFTFKNTUDIV-RWCIVJTCSA-N","Sca343"
"899","NOTCH family","NOTC1","BJFMDMZPJSKEEF-JLRUASKGSA-N","Sca343"
"900","NOTCH family","NOTC1","RMRHTXFKXWUOFV-ZWDAVXSWSA-N","Sca861"
"901","NOTCH family","NOTC1","XHVDMEMANOFVOM-MEKIYTOJSA-N","Sca342"
"902","Major facilitator (TC 2.A.1) superfamily, Organic cation transporter (TC 2.A.1.19) family","S22A1","GHXZTYHSJHQHIJ-UHFFFAOYSA-N","Sca7"
"903","Major facilitator (TC 2.A.1) superfamily, Organic cation transporter (TC 2.A.1.19) family","S22AC","LAENDNBFKZKHLA-UHFFFAOYSA-N","Sca335"
"904","Major facilitator (TC 2.A.1) superfamily, Organic cation transporter (TC 2.A.1.19) family","S22AC","JUZGIOQCYDKOQF-UHFFFAOYSA-N","Sca335"
"905","Major facilitator (TC 2.A.1) superfamily, Organic cation transporter (TC 2.A.1.19) family","S22AC","LRIKJKQEONMJCX-UHFFFAOYSA-N","Sca335"
"906","Major facilitator (TC 2.A.1) superfamily, Organic cation transporter (TC 2.A.1.19) family","S22AC","QWHPIJVTUFQZOL-UHFFFAOYSA-N","Sca335"
"907","Major facilitator (TC 2.A.1) superfamily, Organic cation transporter (TC 2.A.1.19) family","S22AC","YITFEEBAJYNNQY-UHFFFAOYSA-N","Sca335"
"908","Major facilitator (TC 2.A.1) superfamily, Organic cation transporter (TC 2.A.1.19) family","S22AC","FIFWKTSDYCQKQO-UHFFFAOYSA-N","Sca335"
"909","Major facilitator (TC 2.A.1) superfamily, Organic cation transporter (TC 2.A.1.19) family","S22AC","WHQCHUCQKNIQEC-UHFFFAOYSA-N","Sca335"
"910","Major facilitator (TC 2.A.1) superfamily, Organic cation transporter (TC 2.A.1.19) family","S22AC","OUIKBAUKQYEGQB-UHFFFAOYSA-N","Sca335"
"911","Major facilitator (TC 2.A.1) superfamily, Organic cation transporter (TC 2.A.1.19) family","S22AC","NGZJITNNZBCMAC-UHFFFAOYSA-N","Sca335"
"912","Major facilitator (TC 2.A.1) superfamily, Organic cation transporter (TC 2.A.1.19) family","S22AC","XQZPJZLYNLGNAL-UHFFFAOYSA-N","Sca335"
"913","Major facilitator (TC 2.A.1) superfamily, Organic cation transporter (TC 2.A.1.19) family","S22AC","FEXBXMFVRKZOOZ-UHFFFAOYSA-N","Sca335"
"914","Major facilitator (TC 2.A.1) superfamily, Organic cation transporter (TC 2.A.1.19) family","S22A3","GHXZTYHSJHQHIJ-UHFFFAOYSA-N","Sca7"
"915","Major facilitator (TC 2.A.1) superfamily, Organic cation transporter (TC 2.A.1.19) family","S22A2","BCGWQEUPMDMJNV-UHFFFAOYSA-N","Sca298"
"916","Major facilitator (TC 2.A.1) superfamily, Organic cation transporter (TC 2.A.1.19) family","S22A2","GHXZTYHSJHQHIJ-UHFFFAOYSA-N","Sca7"
"917","Major facilitator (TC 2.A.1) superfamily, Organic cation transporter (TC 2.A.1.19) family","S22A2","FELGMEQIXOGIFQ-UHFFFAOYSA-N","Sca1077"
"918","Major facilitator (TC 2.A.1) superfamily, Organic cation transporter (TC 2.A.1.19) family","S22A2","YLJREFDVOIBQDA-UHFFFAOYSA-N","Sca2775"
"919","ETS family","ERG","PDLXDQOODGXTSQ-UHFFFAOYSA-N","Sca164466"
"920","Immunoglobulin superfamily","FCGRN","CWOOKRFILFLASV-MTGNCUGXSA-N","Sca151225"
"921","Immunoglobulin superfamily","FCGRN","AJONUWHGRIXLLX-SCOIVGQKSA-N","Sca122568"
"922","Immunoglobulin superfamily","FCGRN","WYKYRXRDTYKWKS-MDOMHRAVSA-N","Sca122713"
"923","Immunoglobulin superfamily","FCGRN","LKBLHJOWLIGXFE-VVYPNXECSA-N","Sca151291"
"924","Immunoglobulin superfamily","FCGRN","FOVBJJGWGDWTDE-YLCXNRQGSA-N","Sca122518"
"925","Immunoglobulin superfamily","FCGRN","KDMOSSJUYPQAQO-WXMHCLMHSA-N","Sca151112"
"926","Immunoglobulin superfamily","FCGRN","AWJZCTWSNSTNSL-XEHZEODUSA-N","Sca151164"
"927","Immunoglobulin superfamily","FCGRN","YNUAWVMAHNXUNN-LEXWUHMVSA-N","Sca122709"
"928","Immunoglobulin superfamily","FCGRN","FYNRYPLZXPBKDJ-MRJVFGEUSA-N","Sca151258"
"929","Immunoglobulin superfamily","FCGRN","SCSQJZGLKUSLQN-DDYKXYLHSA-N","Sca151269"
"930","Immunoglobulin superfamily","FCGRN","LXQNZMOUNDTJSQ-DDYKXYLHSA-N","Sca151236"
"931","Immunoglobulin superfamily","FCGRN","XVQSPNCSNCKCMI-PCQLJHSASA-N","Sca151094"
"932","Immunoglobulin superfamily","FCGRN","UAGKVIDRFRKEDI-XIVIGCOOSA-N","Sca213701"
"933","Immunoglobulin superfamily","FCGRN","GFFSZUTYGTVFIJ-SJGHIIINSA-N","Sca122558"
"934","Immunoglobulin superfamily","FCGRN","JEIMZUGCWUMMDE-IOHXCNKMSA-N","Sca151188"
"935","Immunoglobulin superfamily","FCGRN","YAVIMENCSPKIEW-CEQWYFBNSA-N","Sca151151"
"936","Immunoglobulin superfamily","FCGRN","YUSUJMUGYDVKGK-XLCKGBBFSA-N","Sca151214"
"937","Immunoglobulin superfamily","FCGRN","RGGXRDUKCFGKPM-QZEYALEASA-N","Sca213712"
"938","Immunoglobulin superfamily","FCGRN","BFRWCVKBSPHHQE-QZVFHPQMSA-N","Sca151201"
"939","Immunoglobulin superfamily","FCGRN","GKJCQNBXNUROBJ-MOZDKIGJSA-N","Sca122567"
"940","Immunoglobulin superfamily","FCGRN","XJMSSJXEWKKJAD-UBJADOFFSA-N","Sca151280"
"941","Immunoglobulin superfamily","FCGRN","GKCNAQLLJFDJQV-FSXZOGRCSA-N","Sca151302"
"942","Immunoglobulin superfamily","FCGRN","VQKDVUMXEKQBRJ-BHTBMSJOSA-N","Sca151080"
"943","Immunoglobulin superfamily","FCGRN","DFZNYFWFCYPCIR-RTUTXIKTSA-N","Sca151100"
"944","Immunoglobulin superfamily","FCGRN","FWVGXRFGTDNWQB-NBXYRGRJSA-N","Sca122731"
"945","Immunoglobulin superfamily","FCGRN","PVIYYNJGDLWYSH-YUZQCPTASA-N","Sca151247"
"946","Immunoglobulin superfamily","FCGRN","SESMHPMBBHAZKM-PUBHSFPPSA-N","Sca122557"
"947","Immunoglobulin superfamily","FCGRN","YKZSQGCXTZLZOS-DSRPWJRPSA-N","Sca151269"
"948","Immunoglobulin superfamily","FCGRN","OOPGUWBDBVXBMU-MCJNUYKLSA-N","Sca151313"
"949","Immunoglobulin superfamily","FCGRN","VAIDAYMHHSPUQQ-YKLLJAJXSA-N","Sca151280"
"950","Immunoglobulin superfamily","FCGRN","ISEDOUIWHCJEGY-MDOMHRAVSA-N","Sca122727"
"951","Immunoglobulin superfamily, FCGR1 family","FCGR1","NIJWTRSAOSNCDN-UHFFFAOYSA-N","Sca221345"
"952","Retinoblastoma protein (RB) family","RB","CFJGSVKNNIFWEA-PDGQHHTCSA-N","Sca105581"
"953","Retinoblastoma protein (RB) family","RB","CUISPPCDYZFGCY-ZDLGFXPLSA-N","Sca121318"
"954","Retinoblastoma protein (RB) family","RB","WYFUXDSMNLVNEA-YVLHZVERSA-N","Sca121463"
"955","ASF1 family","ASF1A","UFNBDHGHPMABQB-LZYBPNLTSA-N","Sca110"
"956","Adaptor complexes small subunit family","AP2S1","LNEPOXFFQSENCJ-UHFFFAOYSA-N","Sca1217"
"957","Adaptor complexes small subunit family","AP2S1","TYHCASABEDBECB-UHFFFAOYSA-N","Sca1680"
"958","Adaptor complexes small subunit family","AP2S1","RTYGHICJPBYBFY-UHFFFAOYSA-N","Sca1680"
"959","Adaptor complexes small subunit family","AP2S1","AMTKMJBLJKYBIO-UHFFFAOYSA-N","Sca1680"
"960","DAMOX/DASOX family","OXDA","ZDHDWGYWUPEHEN-UHFFFAOYSA-N","Sca312"
"961","DAMOX/DASOX family","OXDA","BERPCVULMUPOER-UHFFFAOYSA-N","Sca110"
"962","DAMOX/DASOX family","OXDA","VKCGMOFYQAEVCP-UHFFFAOYSA-N","Sca1263"
"963","DAMOX/DASOX family","OXDA","KRZDWEDLOFEVQC-UHFFFAOYSA-N","Sca312"
"964","DAMOX/DASOX family","OXDA","MMAIBGHDBYQYDI-UHFFFAOYSA-N","Sca96"
"965","DAMOX/DASOX family","OXDA","JZILLMBFJMBFQR-UHFFFAOYSA-N","Sca312"
"966","DAMOX/DASOX family","OXDA","ZYHBNBNPWBZULJ-UHFFFAOYSA-N","Sca312"
"967","DAMOX/DASOX family","OXDA","XMEDGBPWEVERPL-UHFFFAOYSA-N","Sca1263"
"968","DAMOX/DASOX family","OXDA","QONXDCNKLRKZKF-ZZXKWVIFSA-N","Sca312"
"969","DAMOX/DASOX family","OXDA","RPPHASUEWQGCLO-UHFFFAOYSA-N","Sca312"
"970","DAMOX/DASOX family","OXDA","YDXOZGMGXDPRQB-UHFFFAOYSA-N","Sca312"
"971","DAMOX/DASOX family","OXDA","SGRRWLUYJCYTST-UHFFFAOYSA-N","Sca312"
"972","DAMOX/DASOX family","OXDA","LQVOQKJUHJKVFE-UHFFFAOYSA-N","Sca312"
"973","DAMOX/DASOX family","OXDA","XKZZYQUOKITTMO-UHFFFAOYSA-N","Sca312"
"974","DAMOX/DASOX family","OXDA","QBQMUMMSYHUDFM-UHFFFAOYSA-N","Sca312"
"975","DAMOX/DASOX family","OXDA","IKJDIDUPEGBVKA-UHFFFAOYSA-N","Sca110"
"976","DAMOX/DASOX family","OXDA","ITVNWQQOJXXTTI-UHFFFAOYSA-N","Sca110"
"977","DAMOX/DASOX family","OXDA","XOTMJYKZULIBIT-UHFFFAOYSA-N","Sca312"
"978","DAMOX/DASOX family","OXDA","BLEWCUQOJLGDAH-UHFFFAOYSA-N","Sca312"
"979","DAMOX/DASOX family","OXDA","MRTSKJFBZYCZPQ-UHFFFAOYSA-N","Sca312"
"980","DAMOX/DASOX family","OXDA","ZSDKFSDQDDGDRA-UHFFFAOYSA-N","Sca1263"
"981","DAMOX/DASOX family","OXDA","BSGAHEAYDORVHJ-UHFFFAOYSA-N","Sca1263"
"982","DAMOX/DASOX family","OXDA","BSGAHEAYDORVHJ-UHFFFAOYSA-N","Sca110"
"983","DAMOX/DASOX family","OXDA","VXMITFXRZIEUCJ-UHFFFAOYSA-N","Sca312"
"984","DAMOX/DASOX family","OXDA","SJNYFCFQCNCHDD-UHFFFAOYSA-N","Sca110"
"985","DAMOX/DASOX family","OXDA","AMXKLTIAOPZORZ-UHFFFAOYSA-N","Sca312"
"986","DAMOX/DASOX family","OXDA","ALFVBOOQDNZAAL-UHFFFAOYSA-N","Sca160"
"987","DAMOX/DASOX family","OXDA","SIXWFQDVMSRKGD-UHFFFAOYSA-N","Sca160"
"988","DAMOX/DASOX family","OXDA","PVOGDSMDLVGPKP-UHFFFAOYSA-N","Sca1263"
"989","DAMOX/DASOX family","OXDA","HCUARRIEZVDMPT-UHFFFAOYSA-N","Sca96"
"990","DAMOX/DASOX family","OXDA","IEAQWYJSDRWQBA-UHFFFAOYSA-N","Sca375"
"991","DAMOX/DASOX family","OXDA","SEPXFZLYPWFMSY-UHFFFAOYSA-N","Sca96"
"992","DAMOX/DASOX family","OXDA","GBKJBLSNEGIWJA-UHFFFAOYSA-N","Sca262070"
"993","DAMOX/DASOX family","OXDA","XUXZMSAUXVFNPQ-UHFFFAOYSA-N","Sca110"
"994","DAMOX/DASOX family","OXDA","XHWGZTLVBYCIOD-UHFFFAOYSA-N","Sca6"
"995","DAMOX/DASOX family","OXDA","MFIALBVUWLNEGU-UHFFFAOYSA-N","Sca110"
"996","DAMOX/DASOX family","OXDA","JXYKONJPFAHRTG-UHFFFAOYSA-N","Sca96"
"997","DAMOX/DASOX family","OXDA","QIRLDCUTLAYUPK-UHFFFAOYSA-N","Sca262070"
"998","DAMOX/DASOX family","OXDA","RNPPCNASSDPHSJ-UHFFFAOYSA-N","Sca160"
"999","DAMOX/DASOX family","OXDA","BUVVOWPZHFKHNK-UHFFFAOYSA-N","Sca6"
"1000","DAMOX/DASOX family","OXDA","KSJRGIGUGWMMBD-UHFFFAOYSA-N","Sca262070"
"1001","DAMOX/DASOX family","OXDA","WRQLISMCPOTYSO-UHFFFAOYSA-N","Sca160"
"1002","DAMOX/DASOX family","OXDA","OYDQAHODYSAGRS-UHFFFAOYSA-N","Sca262070"
"1003","DAMOX/DASOX family","OXDA","RKNTXYLPUYAYST-UHFFFAOYSA-N","Sca160"
"1004","DAMOX/DASOX family","OXDA","BIISEZMDGZUJAP-UHFFFAOYSA-N","Sca262070"
"1005","DAMOX/DASOX family","OXDA","LDUUJPGOLSYLJZ-UHFFFAOYSA-N","Sca262070"
"1006","DAMOX/DASOX family","OXDA","NUAPWTCTHSYDCT-UHFFFAOYSA-N","Sca262070"
"1007","DAMOX/DASOX family","OXDA","KHESVTNQVXIVSP-UHFFFAOYSA-N","Sca508"
"1008","DAMOX/DASOX family","OXDA","HWINKOAWQWLCBL-UHFFFAOYSA-N","Sca160"
"1009","DAMOX/DASOX family","OXDA","YXOSTLAVOGHKTR-UHFFFAOYSA-N","Sca262070"
"1010","DAMOX/DASOX family","OXDA","QIYXDLCDMZKCFU-UHFFFAOYSA-N","Sca262070"
"1011","DAMOX/DASOX family","OXDA","ULWQHHHSTMVRFZ-UHFFFAOYSA-N","Sca110"
"1012","DAMOX/DASOX family","OXDA","IGGLKXPOEWPXLI-UHFFFAOYSA-N","Sca508"
"1013","DAMOX/DASOX family","OXDA","MJSHZASASKWUBV-UHFFFAOYSA-N","Sca262070"
"1014","DAMOX/DASOX family","OXDA","YKGMBYXABVNRBZ-UHFFFAOYSA-N","Sca6"
"1015","DAMOX/DASOX family","OXDA","RRZQDCABUJVEJJ-UHFFFAOYSA-N","Sca262070"
"1016","DAMOX/DASOX family","OXDA","JSSMKIDTDSEMER-UHFFFAOYSA-N","Sca508"
"1017","DAMOX/DASOX family","OXDA","AYKHZIXAQMKCHB-UHFFFAOYSA-N","Sca312"
"1018","DAMOX/DASOX family","OXDA","SBNXOZWDXBPGOS-UHFFFAOYSA-N","Sca460"
"1019","DAMOX/DASOX family","OXDA","BXSVNVJMZAMGGN-UHFFFAOYSA-N","Sca160"
"1020","DAMOX/DASOX family","OXDA","IUSQWHSWMLHBQZ-UHFFFAOYSA-N","Sca508"
"1021","DAMOX/DASOX family","OXDA","ZCSJDFBWSBTWPV-UHFFFAOYSA-N","Sca160"
"1022","DAMOX/DASOX family","OXDA","IOIXDXPZPWZYMM-UHFFFAOYSA-N","Sca110"
"1023","DAMOX/DASOX family","OXDA","DIUYMCVADDVTRZ-UHFFFAOYSA-N","Sca110"
"1024","DAMOX/DASOX family","OXDA","AJMZFXUDUORRMI-UHFFFAOYSA-N","Sca508"
"1025","DAMOX/DASOX family","OXDA","VNDSIERCDSIXQS-UHFFFAOYSA-N","Sca160"
"1026","DAMOX/DASOX family","OXDA","ICZHAIHQUGBMCM-UHFFFAOYSA-N","Sca262070"
"1027","DAMOX/DASOX family","OXDA","LYQFMMLJFDMKCI-UHFFFAOYSA-N","Sca262070"
"1028","DAMOX/DASOX family","OXDA","CUCMYHOPTSUPIM-UHFFFAOYSA-N","Sca117270"
"1029","DAMOX/DASOX family","OXDA","DIYWXPZODYIZLJ-UHFFFAOYSA-N","Sca262070"
"1030","DAMOX/DASOX family","OXDA","NRNHMRFPCJTZAW-UHFFFAOYSA-N","Sca1263"
"1031","DAMOX/DASOX family","OXDA","HOVLWGFSEOFXSR-UHFFFAOYSA-N","Sca508"
"1032","DAMOX/DASOX family","OXDA","CFZHBOBZIMSELS-UHFFFAOYSA-N","Sca799"
"1033","DAMOX/DASOX family","OXDA","VVTXBSWKKUAAHP-UHFFFAOYSA-N","Sca312"
"1034","DAMOX/DASOX family","OXDA","MUCACKKEJRKRBG-UHFFFAOYSA-N","Sca262070"
"1035","DAMOX/DASOX family","OXDA","URYYPMNVNMBBJN-UHFFFAOYSA-N","Sca769"
"1036","DAMOX/DASOX family","OXDA","VIODUIIIMLVXNB-UHFFFAOYSA-N","Sca262070"
"1037","DAMOX/DASOX family","OXDA","LUMJVOCXIGRWEH-UHFFFAOYSA-N","Sca371"
"1038","DAMOX/DASOX family","OXDA","TURWYTUDTSBMSL-UHFFFAOYSA-N","Sca508"
"1039","DAMOX/DASOX family","OXDA","PJPIHIBAZHQMCG-UHFFFAOYSA-N","Sca508"
"1040","DAMOX/DASOX family","OXDA","UEFIHGXLZYYIFA-UHFFFAOYSA-N","Sca262086"
"1041","DAMOX/DASOX family","OXDA","KTIWGVJMSYYSIS-UHFFFAOYSA-N","Sca262070"
"1042","DAMOX/DASOX family","OXDA","CZSLHINQRSDCPZ-UHFFFAOYSA-N","Sca110"
"1043","DAMOX/DASOX family","OXDA","MJKVTPMWOKAVMS-UHFFFAOYSA-N","Sca418"
"1044","DAMOX/DASOX family","OXDA","PKUFOWPWURPDAE-UHFFFAOYSA-N","Sca799"
