ProtClass,Target,Molecule,ScaID
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,ZKNOTFQILSPCMY-UHFFFAOYSA-N,Sca94701
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,IIZZXZXCQPNFRH-ZDUSSCGKSA-N,Sca26782
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,HHCBMISMPSAZBF-UHFFFAOYSA-N,Sca12434
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,RJXWOJXFFJYMDD-UHFFFAOYSA-N,Sca128701
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,YYSRZYPRBXVEIU-UHFFFAOYSA-N,Sca93399
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,YZDJQTHVDDOVHR-UHFFFAOYSA-N,Sca769
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,OFKFQQHRYMZQCK-UHFFFAOYSA-N,Sca136743
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,GPXBXXGIAQBQNI-UHFFFAOYSA-N,Sca14683
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,KVTPQZZMIHGOTJ-UHFFFAOYSA-N,Sca511
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,OSIRLVQDRHQLHM-UHFFFAOYSA-N,Sca104782
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,LGMVHJUXPHGDLP-NSHDSACASA-N,Sca26782
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,VOLFXRJKCLSNJL-UHFFFAOYSA-N,Sca275155
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,UVCHZQRHHYMSJH-UHFFFAOYSA-N,Sca102655
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,SSOPSBQSYPGIAA-UHFFFAOYSA-N,Sca214982
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,IDDULONPYZTDCI-UHFFFAOYSA-N,Sca275798
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,VJWBZZIGIQBWNR-UPVQGACJSA-N,Sca148868
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,IWLOLULNROCYDO-UHFFFAOYSA-N,Sca141997
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,AHVVSCJYHRESQX-UHFFFAOYSA-N,Sca10887
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,XHDADNXUBWKZIM-UHFFFAOYSA-N,Sca124446
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,RECKFDASWBRPIB-UHFFFAOYSA-N,Sca263651
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,JXIJFGDSBYPZSQ-UHFFFAOYSA-N,Sca275155
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,NBQBQHZCJHALLG-UHFFFAOYSA-N,Sca6
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,BJRDHINFCGGDPH-UHFFFAOYSA-N,Sca157352
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,FPSRNOKVAICOEK-UHFFFAOYSA-N,Sca7967
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,SMOHLYVXOWCTGD-UHFFFAOYSA-N,Sca204629
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,RTOHFILATZRMIA-UHFFFAOYSA-N,Sca4673
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,XLTWZDGRMSMNLT-UHFFFAOYSA-N,Sca275141
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,HNYYFWGWLSEHQF-LTGZKZEYSA-N,Sca123345
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,GVVVKNSBSBPROI-UHFFFAOYSA-N,Sca157352
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,JSAGFLYKPJTEDK-UHFFFAOYSA-N,Sca124446
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,OFIJPQROYUEUGD-UHFFFAOYSA-N,Sca275798
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,ITRATIKKSKBADF-UHFFFAOYSA-N,Sca123449
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,WXJLXRNWMLWVFB-UHFFFAOYSA-N,Sca5170
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,WXJLXRNWMLWVFB-UHFFFAOYSA-N,Sca188
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,MGDKKLPMXIEOJN-UHFFFAOYSA-N,Sca511
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,VCGDGUIMJHDFOR-UHFFFAOYSA-N,Sca157352
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,MKWDARQKVFZGSB-UHFFFAOYSA-N,Sca275186
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,GUGXYRKRBNBSOR-UHFFFAOYSA-N,Sca93399
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,LRPMPLNARYFRJG-UHFFFAOYSA-N,Sca275181
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,UGZBHWFAAFZIDJ-UHFFFAOYSA-N,Sca93399
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,LMXYVLFTZRPNRV-KMKOMSMNSA-N,Sca3519
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,APAVJWIMYUTAQK-UHFFFAOYSA-N,Sca7967
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,PIGVLAUTQMIRBH-UHFFFAOYSA-N,Sca148876
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,YMLDRYXNSGMREG-UHFFFAOYSA-N,Sca4673
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,ZDCFCBAJUCODDS-UHFFFAOYSA-N,Sca28760
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,AEOHYBTWLQNTOV-UHFFFAOYSA-N,Sca275195
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,KWQZSXNOCOOZSI-UHFFFAOYSA-N,Sca275186
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,LCKAUCGMDOLLMT-UHFFFAOYSA-N,Sca959
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,CXXTWUWDVIYTID-UHFFFAOYSA-N,Sca94701
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,VPUIGWUVOAHTDT-LTGZKZEYSA-N,Sca123345
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,SUBDZIRWBNUWKU-UHFFFAOYSA-N,Sca4673
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,ACVWWDRVNBIHJC-UHFFFAOYSA-N,Sca4673
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,OJHKFJUSIRGQQQ-UHFFFAOYSA-N,Sca275798
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,CMKGLLDJHXJPIV-UHFFFAOYSA-N,Sca189
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,ZVLQDFZYWZFDCF-UHFFFAOYSA-N,Sca124446
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,ZSNCKPLYEUNIMY-UHFFFAOYSA-N,Sca214982
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,WHHHFMAAFLZONI-INIZCTEOSA-N,Sca26782
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,CBGJZIAUYLUGFE-UHFFFAOYSA-N,Sca217509
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,BWWSAKOFIQJSSK-UHFFFAOYSA-N,Sca42506
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,RXVJOHHWPJUJPH-AWEZNQCLSA-N,Sca26782
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,SRHVPBZHRXZPOR-UHFFFAOYSA-N,Sca38551
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,BNRXMSGHPVYSDK-UHFFFAOYSA-N,Sca255073
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,KPPGQWZCAXPGKF-HNNXBMFYSA-N,Sca26782
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,XSUHCAXBYNKVRB-UHFFFAOYSA-N,Sca275798
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,QSCGMEKWMHMVOY-UHFFFAOYSA-N,Sca275798
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,JQUIAFRAJYJJPD-MDZDMXLPSA-N,Sca7
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,WLMAHUGJWNORQI-UHFFFAOYSA-N,Sca251276
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,VDWNXVOQQVRWGF-INIZCTEOSA-N,Sca26751
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,GKJKOLGGHMKEKH-UHFFFAOYSA-N,Sca275798
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,CHJFAVOOXFQRMK-HNNXBMFYSA-N,Sca26751
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,FKRUTODYQQBSGD-UHFFFAOYSA-N,Sca149082
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,QLQDAVSXOOQSBY-UHFFFAOYSA-N,Sca275173
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,WDWFOYNZUZNVNJ-UHFFFAOYSA-N,Sca28648
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,PSTHQEKRNOGKMV-UHFFFAOYSA-N,Sca275798
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,LJXUQKGKTYYFSC-UHFFFAOYSA-N,Sca157352
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,PSDDRKAIAAMWIZ-LBPRGKRZSA-N,Sca104762
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,KTEMVVIXZGQRPH-AWEZNQCLSA-N,Sca26782
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,YXAZOQLDNRBKDO-UHFFFAOYSA-N,Sca10707
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,MZPDPRITYJNRSG-ZEQRLZLVSA-N,Sca148868
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,CRMSRCHNSIYPET-UHFFFAOYSA-N,Sca10707
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,JIGTUWSTWHIQQU-LFADMSOISA-N,Sca123346
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,JIGTUWSTWHIQQU-LFADMSOISA-N,Sca123398
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,RSICETQZYYIMNE-HEHNFIMWSA-N,Sca123345
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,XWIWBSJSAJBMPD-UHFFFAOYSA-N,Sca275797
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,JPELQPFYUQYAPX-UHFFFAOYSA-N,Sca511
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,MJZRFSPMMFHWTB-UDWIEESQSA-N,Sca144050
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,HENFWIGBMZNXMI-UHFFFAOYSA-N,Sca4673
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,BTCXJAYHFAUMCE-UHFFFAOYSA-N,Sca104782
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,HUXUXLDHERERSY-UHFFFAOYSA-N,Sca4673
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,KESTWPLUUMJUJR-UHFFFAOYSA-N,Sca275801
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,OHZUFQGNOLPVKE-UHFFFAOYSA-N,Sca123431
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,XJNXDPBTZPNVPO-UHFFFAOYSA-N,Sca26782
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,GSSNIHZZGNIKKX-UHFFFAOYSA-N,Sca275798
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,RJMLEEWCSBNXDE-UHFFFAOYSA-N,Sca102655
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,JXUVQKLLPWLOHV-UHFFFAOYSA-N,Sca104782
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,CTDIPKVKSWWUCY-UHFFFAOYSA-N,Sca4673
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,YUERBQPSJHOKJZ-UHFFFAOYSA-N,Sca4673
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,MAMHCUGUNJMIFH-AWEZNQCLSA-N,Sca26782
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,MVCOAUNKQVWQHZ-UHFFFAOYSA-N,Sca40747
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,YUKMSXPRELDPTH-UHFFFAOYSA-N,Sca4673
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,SPPKDDHWXPUFAA-UHFFFAOYSA-N,Sca28760
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,VPBYZPLODGCQSJ-UHFFFAOYSA-N,Sca199585
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,RZCDDUDKDKUXLC-NJNXFGOHSA-N,Sca123346
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,BBZXKDAPACZAMH-UHFFFAOYSA-N,Sca158640
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,WCYRSSJUYMQAFK-UHFFFAOYSA-N,Sca136743
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,ASBVUJOUCCSWLW-UHFFFAOYSA-N,Sca102655
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,OVBSBVYGZHPFCX-UHFFFAOYSA-N,Sca275181
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,FWFLODLKGBCRDP-UHFFFAOYSA-N,Sca275186
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,AJNDDEPZBXJTQD-UHFFFAOYSA-N,Sca275204
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,OHDXOILNZGUOHL-UHFFFAOYSA-N,Sca275798
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,LLHLMRMVHHVTLT-HNNXBMFYSA-N,Sca26782
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,UCBHSPGNEZCSHN-UHFFFAOYSA-N,Sca16374
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,VZONEKWHHXKRRX-UHFFFAOYSA-N,Sca2110
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,MCLHLDXITKQYFX-UHFFFAOYSA-N,Sca511
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,ISWMSPMQTFQNOK-GMAHTHKFSA-N,Sca148868
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,WOMGGDDTPMXLIQ-UHFFFAOYSA-N,Sca104782
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,NTVVSBYQCPBGLK-UHFFFAOYSA-N,Sca104782
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,HUWAMJAMAUCVCJ-UHFFFAOYSA-N,Sca6
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,ANWROCYWIBTMKJ-UHFFFAOYSA-N,Sca6066
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,NQTHPBZIGQQCGW-UHFFFAOYSA-N,Sca959
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,QPMGTMPNFDTRKN-UHFFFAOYSA-N,Sca275167
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,MWMSJCLJVPGLKV-UHFFFAOYSA-N,Sca12434
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,OZNYKUWGKVIPAK-UHFFFAOYSA-N,Sca275798
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,REWNVEJKEAUCTR-UHFFFAOYSA-N,Sca4673
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,WLEYVDRNBJKUAC-UHFFFAOYSA-N,Sca124446
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,MIKNQZDKGNLBRE-UHFFFAOYSA-N,Sca11251
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,ZDPAPCJVVMWLKA-UHFFFAOYSA-N,Sca124446
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,OVZUWMSLWUONJX-UHFFFAOYSA-N,Sca214982
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,UTVLJNYAYZKYFZ-UHFFFAOYSA-N,Sca93399
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,UGODIOOKONOGOI-UHFFFAOYSA-N,Sca199590
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,ZZGACVWRPAHSSW-UHFFFAOYSA-N,Sca123449
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,UJKHYWAOJNKUFU-UHFFFAOYSA-N,Sca104782
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,JSIACTMGWSNYFX-UHFFFAOYSA-N,Sca275155
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,RDALVTOYVIWLPR-UHFFFAOYSA-N,Sca157352
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,DKTRDLWKMZIANJ-UHFFFAOYSA-N,Sca26755
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,FTQOCABQYQGKRJ-UHFFFAOYSA-N,Sca26782
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,GVNURFFMXXNZAQ-UHFFFAOYSA-N,Sca215016
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,IMXJHHQPHUBYBA-UHFFFAOYSA-N,Sca28648
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,DMGHIXCKZCVUCS-UHFFFAOYSA-N,Sca275798
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,YNMUPDMDSKNHHL-LBPRGKRZSA-N,Sca26782
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,ZQLFVFLVTODBAS-UHFFFAOYSA-N,Sca104762
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,PWYKRPPSSMIWFD-UHFFFAOYSA-N,Sca102655
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,ANPGGCNBNSJETG-UHFFFAOYSA-N,Sca157352
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,HPYJCCVZSKEWOQ-FCDQGJHFSA-N,Sca123345
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,FOUAIICDWNVJON-UHFFFAOYSA-N,Sca235398
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,ZROPISXBHMLTRK-UHFFFAOYSA-N,Sca104781
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,YRUUHVHWQRWHCT-UHFFFAOYSA-N,Sca275812
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,LMWCSKRGOYUZCO-UHFFFAOYSA-N,Sca959
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,YMDDDFHRBBCGOK-UHFFFAOYSA-N,Sca191154
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,FRRDBCZMMUBGNF-UHFFFAOYSA-N,Sca511
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,RBUXMTQMUHLZQE-UHFFFAOYSA-N,Sca275798
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,FNRKRAHEJJODJT-UHFFFAOYSA-N,Sca16374
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,MXIYRKZKZZAVHV-UHFFFAOYSA-N,Sca136743
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,HFOSTMUUQSEZEJ-NSHDSACASA-N,Sca26782
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,SODMQCPKFBKJIW-NSHDSACASA-N,Sca26782
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,LPLYGHSIHQQORW-XMHGGMMESA-N,Sca123345
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,WJTUVBBDWNOHLW-UHFFFAOYSA-N,Sca47738
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,WLXZGXQZOPTKEN-UHFFFAOYSA-N,Sca11251
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,PZDWVQBLCQRYSV-AWEZNQCLSA-N,Sca104762
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,RQPRRMWEMYPJCU-UHFFFAOYSA-N,Sca141997
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,APTZOLCMZQNBAH-UHFFFAOYSA-N,Sca16374
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,VTOGIRDDBFRTNZ-UHFFFAOYSA-N,Sca104781
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,JJMLDNZHKBGHNA-UHFFFAOYSA-N,Sca93399
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,JLJIZMYJZWBZBY-UHFFFAOYSA-N,Sca4673
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,SRWHVBZLJOECLF-ZEQRLZLVSA-N,Sca148868
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,AOGQDMUHHOXPLR-UHFFFAOYSA-N,Sca4673
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,XDTVEDUDDFICMG-UHFFFAOYSA-N,Sca258552
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,WJWNCJMZJIZAHY-UHFFFAOYSA-N,Sca149110
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,BIONPABRWDNDME-UHFFFAOYSA-N,Sca275158
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,FEUWQLUDYIFIPD-LBPRGKRZSA-N,Sca26782
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,LNNUOBRPBFYIDV-UHFFFAOYSA-N,Sca275798
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,CJLDGBQQZQUIPT-UHFFFAOYSA-N,Sca959
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,NYVUSSXLPQHLMH-UHFFFAOYSA-N,Sca86696
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,NKZJAMWPVQZVFM-RELWKKBWSA-N,Sca123345
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,WFIZKEJDQNESRZ-UHFFFAOYSA-N,Sca218745
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,FLTWWDWTIZAELE-UHFFFAOYSA-N,Sca4673
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,VXZKQLQQLXPYAM-UHFFFAOYSA-N,Sca275155
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,OXYPKVAZLSIWCF-ZDUSSCGKSA-N,Sca26782
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,OPIIBVGNKWURBU-UHFFFAOYSA-N,Sca157352
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,CJHJDHMTGXCQIJ-UHFFFAOYSA-N,Sca157352
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,GKCIDSIFAMSUJW-LBPRGKRZSA-N,Sca26782
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,NAVKTDFSZKJQOB-UHFFFAOYSA-N,Sca204625
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,DNDVGFIEWOHGAH-UHFFFAOYSA-N,Sca148876
"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF,XYJONLOLMGUYBZ-UHFFFAOYSA-N,Sca225294
